DATA;FORNECEDOR;DESTINO;ESTADO/MUNICIPIO;TIPO;QUANTIDADE;VALOR;DESTINATARIO;UF
10/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;MUNDO NOVO - Secretaria Municipal de Saúde;BA
10/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;3;144870;SIMÕES FILHO - Secretaria Municipal de Saúde;BA
10/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;VITÓRIA DA CONQUISTA - Secretaria Municipal de Saúde;BA
10/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;3;180000;VITÓRIA DA CONQUISTA - Secretaria Municipal de Saúde;BA
10/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;XIQUE-XIQUE - Secretaria Municipal de Saúde;BA
17/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;6;360000;SALVADOR - Secretaria Municipal de Saúde ;BA
17/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;8;386320;SALVADOR - Secretaria Municipal de Saúde ;BA
17/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;5;241450;ITAPETINIGA - Secretaria Municipal de Saúde ;BA
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;5;300000; ITAPETINGA - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;5;100000; ITAPETINGA - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;4;80000;ALAGOINHAS - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;3;60000;ANDARAI - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;40000;BARRA  - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;40000;BIRITINGA - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;40000;BOA VISTA DO TUPIM - Secretaria Municipal de Saúde ;BA
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;5;300000;BOM JESUS DA LAPA - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;3;60000;BOM JESUS DA LAPA - Secretaria Municipal de Saúde ;BA
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;7;420000;CAETITE - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;3;60000;CASTRO ALVES - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;4;80000;CONCEICAO DO JACUIPE - Secretaria Municipal de Saúde ;BA
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;1;60000;CURACA - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;20000;CURACA - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;40000;ENTRE RIOS - Secretaria Municipal de Saúde ;BA
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;10;600000;ITABUNA - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;10;200000;ITABUNA - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;40000;ITATIM - Secretaria Municipal de Saúde ;BA
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;1;60000;JAGUARARI - Secretaria Municipal de Saúde ;BA
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;3;180000;LAJE - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;40000;LAJE - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;40000;MATA DE SÃO JOAO - Secretaria Municipal de Saúde ;BA
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;120000;POJUCA - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;20000;POJUCA - Secretaria Municipal de Saúde ;BA
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;120000;QUIJINGUE - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;20000;QUIJINGUE - Secretaria Municipal de Saúde ;BA
24/07/2020;VYAIRE;BAHIA;ESTADO;UTI;5;300000;SALVADOR - Secretaria Estadual de Saúde ;BA
24/07/2020;KTK;BAHIA;ESTADO;TRANSPORTE;14;280000;SALVADOR - Secretaria Estadual de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;3;60000;SANTALUZ - Secretaria Municipal de Saúde ;BA
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;3;180000;SENTO SE - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;40000;SENTO SE - Secretaria Municipal de Saúde ;BA
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;1;60000;VALENTE - Secretaria Municipal de Saúde ;BA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;20000;VALENTE - Secretaria Municipal de Saúde ;BA
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;40000;SMS de Amargosa;BA
31/07/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;1;60000;SMS de Coracao De Maria;BA
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;20000;SMS de Coracao De Maria;BA
31/07/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;1;60000;SMS de Jandaira;BA
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;20000;SMS de Jandaira;BA
31/07/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;6;360000;SMS de Miguel Calmon;BA
31/07/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;2;120000;SMS de Monte Santo;BA
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;3;60000;MAIRINQUE - Secretaria Municipal de Saúde ;BA
31/07/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;2;120000;SMS de Muritiba;BA
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;20000;SMS de Muritiba;BA
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;40000;SMS de Riacho De Sanatana;BA
31/07/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;1;60000;SMS de Umburanas;BA
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;20000;SMS de Umburanas;BA
31/07/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;2;120000;SMS de Valenca;BA
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;20000;SMS de Valenca;BA
31/07/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;5;300000;SMS de Vitoria Da Conquista;BA
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;5;100000;SMS de Vitoria Da Conquista;BA
03/08/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;6;360000;SMS de Euclides Da Cunha;BA
03/08/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;6;120000;SMS de Feira De Santana;BA
09/08/2020;LEISTUNG;BAHIA;ESTADO;UTI;10;600000;SECRETARIA ESTADUAL DE SAUDE BAHIA ALMOX;BA
14/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;1;48290;SMS de Santa Teresinha;BA
14/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;1;60000;SMS de Santa Teresinha;BA
14/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;1;48290;SMS de Serra Dourada;BA
14/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;120000;SMS de Serra Dourada;BA
14/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;20;1200000;SMS de Juazeiro;BA
14/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;10;600000;SMS de Senhor Do Bonfim;BA
14/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;1;48290;SMS de Serra Do Ramalho;BA
14/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;120000;SMS de Serra Do Ramalho;BA
14/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;5;241450;SMS de Feira De Santana;BA
14/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;5;300000;SMS de Feira De Santana;BA
14/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;SECRETARIA MUNICIPAL DE SAUDE DE NAZARE;BA
14/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;10;600000;SMS de Bom Jesus Da Lapa;BA
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;1;48290;SMS de Central;BA
21/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;120000;SMS de Central;BA
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;1;48290;SMS de Canapolis;BA
21/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;120000;SMS de Canapolis;BA
21/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;120000;SMS de Uaua;BA
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;SMS de Quixabeira;BA
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;SMS de Governador Mangabeira;BA
21/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;120000;SMS de Urandi;BA
21/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;120000;SECR MUN DE SAUDE DE SAO FELIX  BA;BA
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;SECRETARIA MUNICIPAL DE SAUDE DE NAZARE;BA
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;SMS de Mutuipe;BA
21/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;120000;SMS de Araci;BA
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;SMS de Araci;BA
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;SMS de Ipecaeta;BA
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;3;144870;SMS de Livramento De Nossa Senhora;BA
21/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;4;240000;SMS de Livramento De Nossa Senhora;BA
27/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;SMS de Maragogipe;BA
27/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;SMS de Santanopolis;BA
27/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;SMS de Candeal;BA
27/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;SMS de Vera Cruz;BA
27/08/2020;MAGNAMED;BAHIA;MUNICIPIO;UTI;3;180000;SMS de Vera Cruz;BA
03/09/2020;MAGNAMED;BAHIA;MUNICIPIO;UTI;2;120000;SMS de Serrolandia;BA
21/09/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;20000;SMS de Baianopolis;BA
21/09/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;1;60000;SECRETARIA MUNICIPAL DE SAUDE DE NAZARE;BA
21/09/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;20000;SMS de Nova Soure;BA
21/09/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;2;120000;SMS de Nova Soure;BA
09/06/2020;MAGNAMED;DISTRITO FEDERAL;ESTADO ;TRANSPORTE;25;1207250;Secretaria Estadual de Saúde;DF
25/06/2020;VYAIRE;DISTRITO FEDERAL;ESTADO ;UTI;30;1800000;Secretaria Estadual de Saúde;DF
25/06/2020;MAGNAMED;DISTRITO FEDERAL;ESTADO ;TRANSPORTE;20;965800;Secretaria Estadual de Saúde;DF
26/06/2020;MAGNAMED;DISTRITO FEDERAL;ESTADO ;TRANSPORTE;40;1931600;Secretaria Estadual de Saúde;DF
26/06/2020;VYAIRE;DISTRITO FEDERAL;ESTADO ;UTI;60;3600000;Secretaria Estadual de Saúde;DF
04/07/2020;VYAIRE;DISTRITO FEDERAL;ESTADO;UTI;30;1800000;Secretaria Estadual de Saúde;DF
10/07/2020;MAGNAMED;DISTRITO FEDERAL;ESTADO;TRANSPORTE;17;820930;Secretaria Estadual de Saúde;DF
10/07/2020;UTI;DISTRITO FEDERAL;ESTADO;UTI;3;180000;Secretaria Estadual de Saúde;DF
16/05/2020;LEISTUNG;MARANHÃO;ESTADO;UTI;20;1200000;Secretaria Estadual de Saúde;MA
16/05/2020;MAGNAMED;MARANHÃO;ESTADO;TRANSPORTE;5;241450;Secretaria Estadual de Saúde;MA
28/05/2020;VYAIRE;MARANHÃO;ESTADO;UTI;10;600000;Secretaria Estadual de Saúde;MA
28/05/2020;MAGNAMED;MARANHÃO;ESTADO;TRANSPORTE;10;482900;Secretaria Estadual de Saúde;MA
04/06/2020;VYAIRE;MARANHÃO;ESTADO;UTI;14;840000;Secretaria Estadual de Saúde;MA
04/06/2020;WEG;MARANHÃO;ESTADO;UTI;1;60000;Secretaria Estadual de Saúde;MA
04/06/2020;MAGNAMED;MARANHÃO;ESTADO;TRANSPORTE;2;96580;Secretaria Estadual de Saúde;MA
04/06/2020;MAGNAMED;MARANHÃO;ESTADO;TRANSPORTE;13;627770;Secretaria Estadual de Saúde;MA
04/06/2020;VYAIRE;MARANHÃO;MUNICIPIO;UTI;5;300000;Secretaria Municipal de Saúde (Caxias);MA
04/06/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;5;241450;Secretaria Municipal de Saúde (Caxias);MA
08/06/2020;LEISTUNG;MARANHÃO;MUNICIPIO;UTI;5;300000;Secretaria Municipal de Saúde (Pinheiro);MA
08/06/2020;LEISTUNG;MARANHÃO;MUNICIPIO;UTI;5;300000;Secretaria Municipal de Saúde (Santa Inês);MA
08/06/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;5;241450;Secretaria Municipal de Saúde (Santa Inês);MA
08/06/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;5;241450;Secretaria Municipal de Saúde (Pinheiro);MA
08/06/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;5;241450;Secretaria Municipal de Saúde (Balsas);MA
08/06/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;10;482900;Secretaria Municipal de Saúde (São Luís);MA
08/06/2020;LEISTUNG;MARANHÃO;MUNICIPIO;UTI;5;300000;Secretaria Municipal de Saúde (Balsas);MA
08/06/2020;LEISTUNG;MARANHÃO;MUNICIPIO;UTI;10;600000;Secretaria Municipal de Saúde (São Luís);MA
16/06/2020;MAGNAMED;MARANHÃO;ESTADO;TRANSPORTE;20;965800;Secretaria Estadual de Saúde;MA
26/06/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;2;96580;Secretaria Municipal de Saúde  (BALSAS - SMS);MA
26/06/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;2;96580;Secretaria Municipal de Saúde (CAXIAS);MA
26/06/2020;VYAIRE;MARANHÃO;MUNICIPIO;UTI;2;120000;Secretaria Municipal de Saúde (CAXIAS);MA
26/06/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;19;917510;Secretaria Municipal de Saúde (IMPERATRIZ);MA
26/06/2020;VYAIRE;MARANHÃO;MUNICIPIO;UTI;5;300000;Secretaria Municipal de Saúde (IMPERATRIZ);MA
26/06/2020;VYAIRE;MARANHÃO;MUNICIPIO;UTI;8;480000;Secretaria Municipal de Saúde (PERITORÓ);MA
26/06/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;20;965800;Secretaria Municipal de Saúde (SANTA INÊS);MA
26/06/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;3;144870;Secretaria Municipal de Saúde (SÃO JOSÉ DE RIBAMAR);MA
26/06/2020;VYAIRE;MARANHÃO;MUNICIPIO;UTI;2;120000;Secretaria Municipal de Saúde (SÃO JOSÉ DE RIBAMAR);MA
26/06/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;10;482900;Secretaria Municipal de Saúde (São Luís);MA
26/06/2020;VYAIRE;MARANHÃO;MUNICIPIO;UTI;10;600000;Secretaria Municipal de Saúde (São Luís);MA
26/06/2020;VYAIRE;MARANHÃO;MUNICIPIO;UTI;1;60000;Secretaria Municipal de Saúde (SÍTIO NOVO);MA
26/06/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;1;48290;Secretaria Municipal de Saúde (TIMOM);MA
26/06/2020;VYAIRE;MARANHÃO;MUNICIPIO;UTI;1;60000;Secretaria Municipal de Saúde (ZÉ DOCA);MA
07/07/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;5;241450;COROATÁ - Hospital  Regional Alexandre M. Trovão de Coroatá;MA
07/07/2020;VYAIRE;MARANHÃO;MUNICIPIO;UTI;5;300000;IMPERATRIZ - HOSPITAL MACRORREGIONAL  DRA RUTH NOLETO;MA
07/07/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;5;241450;IMPERATRIZ - HOSPITAL MACRORREGIONAL  DRA RUTH NOLETO;MA
07/07/2020;VYAIRE;MARANHÃO;MUNICIPIO;UTI;5;300000;SANTA INÊS - HOSPITAL REGIONAL TOMÁS MARTINS;MA
07/07/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;5;241450;SANTA INÊS - HOSPITAL REGIONAL TOMÁS MARTINS;MA
07/07/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;5;241450;TIMBIRAS - Hospital  Regional de Timbiras;MA
07/07/2020;VYAIRE;MARANHÃO;MUNICIPIO;UTI;5;300000;TIMON - Hospital Regional Alarico Pacheco;MA
07/07/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;5;241450;TIMON - Hospital Regional Alarico Pacheco;MA
24/07/2020;VYAIRE;MARANHÃO;MUNICIPIO;UTI;5;300000;VITORINO FREIRE - Secretaria Municipal de Saúde ;MA
24/07/2020;KTK;MARANHÃO;MUNICIPIO;TRANSPORTE;2;40000;VITORINO FREIRE - Secretaria Municipal de Saúde ;MA
31/07/2020;KTK;MARANHÃO;MUNICIPIO;TRANSPORTE;2;40000;SMS de ITAPECURU MIRIM;MA
09/08/2020;LEISTUNG;MARANHÃO;MUNICIPIO;UTI;1;60000;SMS de GRAJAU;MA
09/08/2020;LEISTUNG;MARANHÃO;MUNICIPIO;UTI;2;120000;SMS de BOM JARDIM;MA
09/08/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;1;48290;SMS de GRAJAU;MA
09/08/2020;LEISTUNG;MARANHÃO;MUNICIPIO;UTI;2;120000;SMS de ARAIOSES;MA
14/08/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;1;48290;SECR MUN DE SAUDE DE TRIZIDELA DO VALE;MA
14/08/2020;VYAIRE;MARANHÃO;MUNICIPIO;UTI;2;120000;SMS de GOV EUGENIO BARROS;MA
14/08/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;1;48290;SMS de MARAJA DO SENA;MA
14/08/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;1;48290;SMS de MARAJA DO SENA;MA
14/08/2020;VYAIRE;MARANHÃO;MUNICIPIO;UTI;1;60000;SMS de PARNARAMA;MA
14/08/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;1;48290;SMS de PARNARAMA;MA
14/08/2020;VYAIRE;MARANHÃO;MUNICIPIO;UTI;1;60000;SECR MUN DE SAUDE DE SAO FRANCISCO DO MA;MA
14/08/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;1;48290;SECR MUN DE SAUDE DE SAO FRANCISCO DO MA;MA
14/08/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;2;96580;SMS de SAO RAIMUNDO DOS MANGABEIRA;MA
14/08/2020;VYAIRE;MARANHÃO;MUNICIPIO;UTI;1;60000;SECR MUN DE SAUDE DE TRIZIDELA DO VALE;MA
14/08/2020;MAGNAMED;MARANHÃO;MUNICIPIO;TRANSPORTE;1;48290;SECR MUN DE SAUDE DE TRIZIDELA DO VALE;MA
08/06/2020;MAGNAMED;MINAS GERAIS;ESTADO;TRANSPORTE;20;965800;Secretaria Estadual de Saúde;MG
08/06/2020;LEISTUNG;MINAS GERAIS;ESTADO;UTI;80;4800000;Secretaria Estadual de Saúde;MG
12/06/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;15;900000;Secretaria Municipal de Saúde - Contagem;MG
12/06/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;10;482900;Secretaria Municipal de Saúde - Contagem;MG
12/06/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;241450;Secretaria Municipal de Saúde - Ibirite;MG
16/06/2020;MAGNAMED;MINAS GERAIS;ESTADO;TRANSPORTE;50;2414500;Secretaria Estadual de Saúde;MG
26/06/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;96580;Secretaria Municipal de Saúde - BETIM;MG
26/06/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;3;180000;Secretaria Municipal de Saúde - BETIM;MG
26/06/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;241450;Secretaria Municipal de Saúde - CONTAGEM;MG
26/06/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;5;300000;Secretaria Municipal de Saúde - CONTAGEM;MG
26/06/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;241450;Secretaria Municipal de Saúde - CORONEL FABRICIANO;MG
26/06/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;5;300000;Secretaria Municipal de Saúde - CORONEL FABRICIANO;MG
26/06/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;241450;Secretaria Municipal de Saúde - JUIZ DE FORA;MG
26/06/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;5;300000;Secretaria Municipal de Saúde - JUIZ DE FORA;MG
26/06/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;3;144870;Secretaria Municipal de Saúde - LAGOA SANTA;MG
26/06/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;2;120000;Secretaria Municipal de Saúde - LAGOA SANTA;MG
26/06/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;241450;Secretaria Municipal de Saúde - LAVRAS;MG
26/06/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;5;300000;Secretaria Municipal de Saúde - LAVRAS;MG
26/06/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;2;96580;Secretaria Municipal de Saúde - MEDINA;MG
26/06/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;1;60000;Secretaria Municipal de Saúde - MEDINA;MG
26/06/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;10;482900;Secretaria Municipal de Saúde - MONTES CLAROS;MG
26/06/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;10;600000;Secretaria Municipal de Saúde - MONTES CLAROS;MG
26/06/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;3;144870;Secretaria Municipal de Saúde - PIRAPORA;MG
26/06/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;2;120000;Secretaria Municipal de Saúde - PIRAPORA;MG
26/06/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;241450;Secretaria Municipal de Saúde - SÃO JOÃO DEL REI;MG
26/06/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;5;300000;Secretaria Municipal de Saúde - SÃO JOÃO DEL REI;MG
26/06/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;3;180000;Secretaria Municipal de Saúde - SÃO LOURENÇO;MG
26/06/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;4;193160;Secretaria Municipal de Saúde - UBÁ;MG
26/06/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;4;240000;Secretaria Municipal de Saúde - UBÁ;MG
26/06/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;241450;Secretaria Municipal de Saúde - UBERABA;MG
26/06/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;5;300000;Secretaria Municipal de Saúde - UBERABA;MG
26/06/2020;VYAIRE;MINAS GERAIS;ESTADO;UTI;50;3000000;Secretaria Estadual de Saúde;MG
26/06/2020;MAGNAMED;MINAS GERAIS;ESTADO;TRANSPORTE;50;2414500;Secretaria Estadual de Saúde;MG
04/07/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;10;600000;Secretaria Municipal de Saúde - Uberlândia;MG
04/07/2020;KTK;MINAS GERAIS;MUNICIPIO;TRANSPORTE;10;200000;Secretaria Municipal de Saúde - Uberlândia;MG
07/07/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;5;300000;Patos de MInas - HOSPITAL REGIONAL ATÔNIO DIAS;MG
07/07/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;241450;Patos de MInas - HOSPITAL REGIONAL ATÔNIO DIAS;MG
10/07/2020;MAGNAMED;MINAS GERAIS;ESTADO ;TRANSPORTE;53;2559370;Secretaria Estadual de Saúde;MG
10/07/2020;VYAIRE;MINAS GERAIS;ESTADO ;UTI;47;2820000;Secretaria Estadual de Saúde;MG
10/07/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;6;289740; Secretaria Municipal de Saúde - FORMIGA;MG
10/07/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;6;360000; Secretaria Municipal de Saúde - FORMIGA;MG
10/07/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;5;300000;Secretaria Municipal de Saúde - JOÃO PINHEIRO;MG
10/07/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;241450;Secretaria Municipal de Saúde - JOÃO PINHEIRO;MG
10/07/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;241450;Secretaria Municipal de Saúde - NANUQUE;MG
10/07/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;5;300000;Secretaria Municipal de Saúde - NANUQUE;MG
10/07/2020;MAGNAMED;MINAS GERAIS;MUNICIPIO;TRANSPORTE;5;241450;SÃO GOTARDO - Secretaria Municipal de Saúde;MG
10/07/2020;VYAIRE;MINAS GERAIS;MUNICIPIO;UTI;5;300000;SÃO GOTARDO - Secretaria Municipal de Saúde;MG
